
Profile Name 		MP-PJ-N-29-frag2
Scan No 	Precursor ion m/z 	Intensity 	Charge 	Deconvoluted Mass (Mass + Na) 	Glycan Rank 	Composition Score 	Branching Score 	Glycan ID 	Composition 	Sequence 	Glycan Mass 	Carbohydrate Mass 	Single Glycosidic % Match: 	Single CrossRing % Match: 	Glycosidic-Glycosidic % Match: 	Single CrossRing-Glycosidic % Match: 	
Scan33@1107.55_2	1107.55	63205.7	2	2192.111	1	1	1	G00341	(GlcNAc)2 (Man)8	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1720.6	1720.6	38.89	4.17	25.0	6.25	
Scan33@1107.55_2	1107.55	63205.7	2	2192.111	1	1	1	G10695	(GlcNAc)2 (Man)8 (Asn)1	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1720.6(Asn)	1720.6	38.89	4.17	25.0	6.25	
Scan33@1107.55_2	1107.55	63205.7	2	2192.111	2	1	2	G04532	(GlcNAc)2 (Man)8	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)][GlcNAc(b1-4)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc	1720.6	1720.6	36.11	4.17	25.69	5.68	
Scan33@1107.55_2	1107.55	63205.7	2	2192.111	3	1	3	G04534	(Glc)3 (GlcNAc)2 (Man)5 (PP-Dol)1	Glc(b1-4)Man(a1-3)[Glc(b1-4)Man(a1-6)]Man(a1-6)[Glc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1720.6(PP-Dol)	1720.6	38.89	4.17	25.0	4.92	

Scan35@1400.697_2	1400.697	28102.0	2	2778.403	1	1	1	G11942	(NeuAc)1 (Gal)2 (Fuc)2 (GlcNAc)4 (Man)3 (Asn)1	Fuc(a1-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2223.81(Asn)	2223.81	15.91	1.39	10.91	5.5	
Scan35@1400.697_2	1400.697	28102.0	2	2778.403	2	2	2	G03813	(NeuAc)1 (Gal)2 (Fuc)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2223.81(Asn)	2223.81	15.91	0.69	10.0	5.91	
Scan35@1400.697_2	1400.697	28102.0	2	2778.403	3	2	3	G10719	(NeuAc)1 (Gal)2 (Fuc)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2223.81(Asn)	2223.81	15.91	0.69	10.0	5.63	
Scan35@1400.697_2	1400.697	28102.0	2	2778.403	3	2	3	G00529	(NeuAc)1 (Gal)2 (Fuc)2 (GlcNAc)4 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2223.81	2223.81	15.91	0.69	10.0	5.63	

Scan37@1314.161_2	1314.161	40490.4	2	2605.333	1	1	1	G11987	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	22.5	3.03	10.0	4.35	
Scan37@1314.161_2	1314.161	40490.4	2	2605.333	2	1	2	G03987	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	22.5	3.03	10.0	4.3	
Scan37@1314.161_2	1314.161	40490.4	2	2605.333	2	1	2	G00204	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75(Asn)	2077.75	22.5	3.03	10.0	4.3	
Scan37@1314.161_2	1314.161	40490.4	2	2605.333	3	1	3	G11998	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	22.5	3.03	10.0	4.3	

Scan39@965.49_3	965.49	40800.8	3	2850.49	1	1	1	G10699	(NeuGc)2 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2254.78(Asn)	2254.78	2.5	6.06	6.67	1.93	
Scan39@965.49_3	965.49	40800.8	3	2850.49	1	1	1	G01642	(NeuGc)2 (Gal)2 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2254.78	2254.78	2.5	6.06	6.67	1.93	
Scan39@965.49_3	965.49	40800.8	3	2850.49	2	1	2	G03912	(NeuGc)2 (Gal)2 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuGc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2254.78	2254.78	2.5	5.3	6.67	1.93	
Scan39@965.49_3	965.49	40800.8	3	2850.49	3	2	4	G03958	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2280.83	2280.83	11.36	1.39	2.73	1.48	
Scan39@965.49_3	965.49	40800.8	3	2850.49	3	2	4	G03898	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2280.83(Asn)	2280.83	11.36	1.39	2.73	1.48	

Scan41@1241.13_2	1241.13	33937.7	2	2459.27	1	1	4	G04285	(Gal)1 (Fuc)2 (GlcNAc)5 (Man)3 (Asn)1	Fuc(a1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1973.74(Asn)	1973.74	30.0	1.52	10.56	2.12	
Scan41@1241.13_2	1241.13	33937.7	2	2459.27	2	2	5	G02191	(NeuGc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1947.69	1947.69	8.33	3.33	6.94	5.28	
Scan41@1241.13_2	1241.13	33937.7	2	2459.27	2	2	5	G10788	(NeuGc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1947.69(Asn)	1947.69	8.33	3.33	6.94	5.28	
Scan41@1241.13_2	1241.13	33937.7	2	2459.27	3	3	1	G04351	(Gal)1 (Fuc)2 (GlcNAc)4 (GalNAc)1 (Man)3	GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1973.74	1973.74	30.0	2.27	15.56	3.2	

Scan44@938.807_3	938.807	265588.0	3	2770.441	0	0	0	No Results Found 									

Scan46@1085.873_3	1085.873	161737.0	3	3211.639	1	1	3	G11703	(NeuAc)2 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2571.93	2571.93	20.83	8.33	10.23	3.94	
Scan46@1085.873_3	1085.873	161737.0	3	3211.639	1	1	3	G11906	(NeuAc)2 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2571.93(Asn)	2571.93	20.83	8.33	10.23	3.94	
Scan46@1085.873_3	1085.873	161737.0	3	3211.639	2	1	4	G03760	(NeuAc)2 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2571.93	2571.93	20.83	5.77	10.23	3.52	
Scan46@1085.873_3	1085.873	161737.0	3	3211.639	3	1	5	G00701	(NeuAc)2 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2571.93	2571.93	20.83	3.21	10.23	3.1	
Scan46@1085.873_3	1085.873	161737.0	3	3211.639	3	1	5	G11357	(NeuAc)2 (Gal)2 (Fuc)1 (GlcNAc)5 (Man)3 (Asn)1	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2571.93(Asn)	2571.93	20.83	3.21	10.23	3.1	

Scan48@1134.07_2	1134.07	261464.0	2	2245.15	1	1	1	G04697	(Fuc)1 (GlcNAc)3 (GalNAc)1 (Man)5	GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1786.66	1786.66	33.33	13.33	22.22	5.6	
Scan48@1134.07_2	1134.07	261464.0	2	2245.15	2	1	2	G04721	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1786.66	1786.66	36.11	20.0	20.83	7.3	
Scan48@1134.07_2	1134.07	261464.0	2	2245.15	3	1	3	G04760	(Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1786.66	1786.66	36.11	18.33	20.83	6.97	

Scan50@961.13_3	961.13	153786.0	3	2837.41	1	1	3	G10850	(NeuGc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2255.8(Asn)	2255.8	15.91	8.33	12.27	8.43	
Scan50@961.13_3	961.13	153786.0	3	2837.41	1	1	3	G01320	(NeuGc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2255.8	2255.8	15.91	8.33	12.27	8.43	
Scan50@961.13_3	961.13	153786.0	3	2837.41	1	1	3	G03876	(NeuGc)1 (Gal)3 (Fuc)1 (GlcNAc)4 (Man)3	Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuGc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2255.8	2255.8	15.91	8.33	12.27	8.43	
Scan50@961.13_3	961.13	153786.0	3	2837.41	2	2	1	G11928	(Gal)2 (Fuc)3 (GlcNAc)5 (Man)3	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2281.85	2281.85	31.25	4.49	24.24	10.25	
Scan50@961.13_3	961.13	153786.0	3	2837.41	3	3	2	G01808	(Gal)2 (Fuc)3 (GlcNAc)5 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2281.85	2281.85	27.08	5.77	18.94	13.06	

Scan52@1343.68_2	1343.68	163368.0	2	2664.37	1	1	1	G11915	(Gal)2 (Fuc)2 (GlcNAc)5 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2135.79(Asn)	2135.79	36.36	14.58	19.55	13.45	
Scan52@1343.68_2	1343.68	163368.0	2	2664.37	1	1	1	G11979	(Gal)2 (Fuc)2 (GlcNAc)5 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2135.79	2135.79	36.36	14.58	19.55	13.45	
Scan52@1343.68_2	1343.68	163368.0	2	2664.37	2	1	2	G11969	(Gal)2 (Fuc)2 (GlcNAc)4 (GalNAc)1 (Man)3	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2135.79	2135.79	34.09	14.58	19.55	13.11	
Scan52@1343.68_2	1343.68	163368.0	2	2664.37	3	1	3	G02710	(Gal)2 (Fuc)2 (GlcNAc)4 (GalNAc)1 (Man)3	Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2135.79	2135.79	34.09	14.58	19.55	12.89	

Scan54@825.741_3	825.741	166707.0	3	2431.242	1	1	1	G00205	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69(Asn)	1931.69	19.44	5.0	15.97	6.36	
Scan54@825.741_3	825.741	166707.0	3	2431.242	1	1	1	G12041	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69	1931.69	19.44	5.0	15.97	6.36	
Scan54@825.741_3	825.741	166707.0	3	2431.242	2	1	2	G04207	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69	1931.69	19.44	5.0	15.97	6.36	
Scan54@825.741_3	825.741	166707.0	3	2431.242	3	1	3	G00771	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69	1931.69	19.44	5.0	15.97	6.25	
Scan54@825.741_3	825.741	166707.0	3	2431.242	3	1	3	G00203	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69(Asn)	1931.69	19.44	5.0	15.97	6.25	

Scan56@1220.61_2	1220.61	170646.0	2	2418.23	1	1	2	G04394	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)3	Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1932.71	1932.71	45.0	21.21	32.78	16.43	
Scan56@1220.61_2	1220.61	170646.0	2	2418.23	2	1	3	G04452	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1932.71	1932.71	47.5	24.24	30.56	18.66	
Scan56@1220.61_2	1220.61	170646.0	2	2418.23	3	1	4	G10708	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)3 (Asn)1	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1932.71(Asn)	1932.71	47.5	24.24	30.56	18.66	
Scan56@1220.61_2	1220.61	170646.0	2	2418.23	3	1	4	G02764	(Gal)2 (Fuc)2 (GlcNAc)4 (Man)3	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1932.71	1932.71	47.5	24.24	30.56	18.66	

Scan58@883.771_3	883.771	155949.0	3	2605.334	1	1	1	G11987	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-4)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	27.5	6.06	12.22	8.02	
Scan58@883.771_3	883.771	155949.0	3	2605.334	2	1	2	G11998	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	27.5	6.06	12.22	7.73	
Scan58@883.771_3	883.771	155949.0	3	2605.334	3	1	3	G03987	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75	2077.75	27.5	6.06	12.22	7.73	
Scan58@883.771_3	883.771	155949.0	3	2605.334	3	1	3	G00204	(NeuAc)1 (Gal)2 (Fuc)1 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2077.75(Asn)	2077.75	27.5	6.06	12.22	7.73	

Scan60@1335.18_2	1335.18	190096.0	2	2647.37	1	1	3	G11994	(NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2118.78	2118.78	15.0	5.3	12.78	3.35	
Scan60@1335.18_2	1335.18	190096.0	2	2647.37	2	2	2	G04066	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2198.73	2118.78	15.0	5.3	12.78	3.44	
Scan60@1335.18_2	1335.18	190096.0	2	2647.37	2	2	2	G02692	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2198.73	2118.78	15.0	5.3	12.78	3.44	
Scan60@1335.18_2	1335.18	190096.0	2	2647.37	3	2	4	G04065	(S)1 (NeuAc)1 (Gal)1 (Fuc)1 (GlcNAc)4 (GalNAc)1 (Man)3	NeuAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	2198.73	2118.78	15.0	3.79	12.78	3.18	

Scan62@1345.69_1	1345.69	164194.0	1	1345.69	1	1	1	G10661	(Fuc)1 (GlcNAc)2 (Man)3 (Asn)1	Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1056.39(Asn)	1056.39	40.0	2.78	10.0	0.62	
Scan62@1345.69_1	1345.69	164194.0	1	1345.69	1	1	1	G00286	(Fuc)1 (GlcNAc)2 (Man)3	Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc	1056.39	1056.39	40.0	2.78	10.0	0.62	
Scan62@1345.69_1	1345.69	164194.0	1	1345.69	2	1	2	G01005	(Fuc)1 (GlcNAc)2 (Man)3	Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc	1056.39	1056.39	40.0	1.39	10.0	0.62	
Scan62@1345.69_1	1345.69	164194.0	1	1345.69	3	2	3	G01964	(Gal)1 (Fuc)1 (GlcNAc)2 (Man)2	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc	1056.39	1056.39	15.0	1.39	5.0	0.34	
Scan62@1345.69_1	1345.69	164194.0	1	1345.69	3	2	3	G03047	(Gal)1 (Fuc)1 (GlcNAc)2 (Man)2	Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc	1056.39	1056.39	15.0	1.39	5.0	0.34	

Scan65@1209.6_2	1209.6	620551.0	2	2396.21	1	1	1	G10337	(GlcNAc)2 (Man)9	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc	1882.65	1882.65	37.5	1.52	25.56	4.63	
Scan65@1209.6_2	1209.6	620551.0	2	2396.21	2	2	2	G04524	(GlcNAc)2 (Man)9	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(a1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	37.5	2.27	16.67	4.15	
Scan65@1209.6_2	1209.6	620551.0	2	2396.21	2	2	2	G00374	(GlcNAc)2 (Man)9	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	37.5	2.27	16.67	4.15	
Scan65@1209.6_2	1209.6	620551.0	2	2396.21	2	2	2	G00011	(GlcNAc)2 (Man)9 (Asn)1	Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65(Asn)	1882.65	37.5	2.27	16.67	4.15	
Scan65@1209.6_2	1209.6	620551.0	2	2396.21	2	2	2	G04483	(Gal)1 (GlcNAc)2 (Man)8	Man(a1-2)Man(a1-6)[Gal(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1882.65	1882.65	37.5	2.27	16.67	4.15	
